Info 0    [09:39:59.498] Starting TS Server
Info 5506 [15:29:39.087] getCompletionData: Is inside comment: 0.02199999988079071
Info 5507 [15:29:39.087] getCompletionData: Get previous token: 0.0328999999910593
Info 5508 [15:29:39.087] getCompletionsAtPosition: isCompletionListBlocker: 0.0027999989688396454
Info 5509 [15:29:39.087] Returning an empty list because completion was requested in an invalid position.
Info 5510 [15:29:39.087] getCompletionData: Get current token: 0.00559999980032444
Info 5511 [15:29:39.087] getCompletionData: Is inside comment: 0.019300000742077827
Info 5512 [15:29:39.087] getCompletionData: Get previous token: 0.041199998930096626
Info 5513 [15:29:39.088] getCompletionsAtPosition: isCompletionListBlocker: 0.0028000008314847946
Info 5514 [15:29:39.088] Returning an empty list because completion was requested in an invalid position.
Info 5515 [15:29:39.088] getCompletionData: Get current token: 0.005899999290704727
Info 5516 [15:29:39.088] getCompletionData: Is inside comment: 0.02199999988079071
Info 5517 [15:29:39.088] getCompletionData: Get previous token: 0.03449999913573265
Info 5518 [15:29:39.089] getCompletionsAtPosition: isCompletionListBlocker: 0.0016999989748001099
Info 5519 [15:29:39.089] Returning an empty list because completion was requested in an invalid position.
Info 5520 [15:29:39.089] getCompletionData: Get current token: 0.00559999980032444
Info 5521 [15:29:39.089] getCompletionData: Is inside comment: 0.01860000006854534
Info 5522 [15:29:39.089] getCompletionData: Get previous token: 0.03309999965131283
Info 5523 [15:29:39.089] getCompletionsAtPosition: isCompletionListBlocker: 0.0015000011771917343
Info 5524 [15:29:39.089] Returning an empty list because completion was requested in an invalid position.
Info 5525 [15:29:39.601] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5526 [15:29:39.608] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 249 structureChanged: false structureIsReused:: Completely Elapsed: 7.557099999859929ms
Info 5527 [15:29:39.608] Different program with same set of files
Info 5528 [15:29:40.255] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5529 [15:29:40.259] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 250 structureChanged: false structureIsReused:: Completely Elapsed: 3.9655000008642673ms
Info 5530 [15:29:40.259] Different program with same set of files
Info 5531 [15:29:40.260] getCompletionData: Get current token: 0.0284000001847744
Info 5532 [15:29:40.260] getCompletionData: Is inside comment: 0.016100000590085983
Info 5533 [15:29:40.260] getCompletionData: Get previous token: 0.04490000009536743
Info 5534 [15:29:40.260] getCompletionsAtPosition: isCompletionListBlocker: 0.002900000661611557
Info 5535 [15:29:40.260] Returning an empty list because completion was requested in an invalid position.
Info 5536 [15:29:40.268] getCompletionData: Get current token: 0.005799999460577965
Info 5537 [15:29:40.268] getCompletionData: Is inside comment: 0.015699999406933784
Info 5538 [15:29:40.268] getCompletionData: Get previous token: 0.02279999852180481
Info 5539 [15:29:40.268] getCompletionsAtPosition: isCompletionListBlocker: 0.002900000661611557
Info 5540 [15:29:40.268] Returning an empty list because completion was requested in an invalid position.
Info 5541 [15:29:40.270] getCompletionData: Get current token: 0.005799999460577965
Info 5542 [15:29:40.270] getCompletionData: Is inside comment: 0.015200000256299973
Info 5543 [15:29:40.270] getCompletionData: Get previous token: 0.02370000071823597
Info 5544 [15:29:40.270] getCompletionsAtPosition: isCompletionListBlocker: 0.0020000003278255463
Info 5545 [15:29:40.270] Returning an empty list because completion was requested in an invalid position.
Info 5546 [15:29:40.272] getCompletionData: Get current token: 0.005600001662969589
Info 5547 [15:29:40.272] getCompletionData: Is inside comment: 0.01640000008046627
Info 5548 [15:29:40.272] getCompletionData: Get previous token: 0.02290000021457672
Info 5549 [15:29:40.272] getCompletionsAtPosition: isCompletionListBlocker: 0.0020000003278255463
Info 5550 [15:29:40.272] Returning an empty list because completion was requested in an invalid position.
Info 5551 [15:29:40.274] getCompletionData: Get current token: 0.005799999460577965
Info 5552 [15:29:40.274] getCompletionData: Is inside comment: 0.01510000042617321
Info 5553 [15:29:40.274] getCompletionData: Get previous token: 0.022599998861551285
Info 5554 [15:29:40.274] getCompletionsAtPosition: isCompletionListBlocker: 0.0018000006675720215
Info 5555 [15:29:40.274] Returning an empty list because completion was requested in an invalid position.
Info 5556 [15:29:41.545] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5557 [15:29:41.549] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 251 structureChanged: false structureIsReused:: Completely Elapsed: 4.087200000882149ms
Info 5558 [15:29:41.549] Different program with same set of files
Info 5559 [15:29:43.093] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5560 [15:29:43.098] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 252 structureChanged: false structureIsReused:: Completely Elapsed: 4.542600000277162ms
Info 5561 [15:29:43.098] Different program with same set of files
Info 5562 [15:29:43.098] getCompletionData: Get current token: 0.006399998441338539
Info 5563 [15:29:43.098] getCompletionData: Is inside comment: 0.018699999898672104
Info 5564 [15:29:43.098] getCompletionData: Get previous token: 0.027700001373887062
Info 5565 [15:29:43.098] getCompletionsAtPosition: isCompletionListBlocker: 0.014599999412894249
Info 5566 [15:29:43.101] getExportInfoMap: cache hit
Info 5567 [15:29:43.146] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 439 from cache
Info 5568 [15:29:43.146] collectAutoImports: response is complete
Info 5569 [15:29:43.146] collectAutoImports: 45.13880000077188
Info 5570 [15:29:43.146] getCompletionData: Semantic work: 47.67179999873042
Info 5571 [15:29:43.154] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.22410000115633
Info 5572 [15:29:43.928] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5573 [15:29:43.932] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 253 structureChanged: false structureIsReused:: Completely Elapsed: 4.621999999508262ms
Info 5574 [15:29:43.932] Different program with same set of files
Info 5575 [15:29:44.756] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5576 [15:29:44.760] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 254 structureChanged: false structureIsReused:: Completely Elapsed: 4.505000000819564ms
Info 5577 [15:29:44.760] Different program with same set of files
Info 5578 [15:29:45.375] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5579 [15:29:45.379] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 255 structureChanged: false structureIsReused:: Completely Elapsed: 4.017699999734759ms
Info 5580 [15:29:45.379] Different program with same set of files
Info 5581 [15:29:45.379] getCompletionData: Get current token: 0.005699999630451202
Info 5582 [15:29:45.379] getCompletionData: Is inside comment: 0.017899999395012856
Info 5583 [15:29:45.379] getCompletionData: Get previous token: 0.013999998569488525
Info 5584 [15:29:45.379] getCompletionsAtPosition: isCompletionListBlocker: 0.004399999976158142
Info 5585 [15:29:45.380] getCompletionData: Semantic work: 1.08839999884367
Info 5586 [15:29:45.381] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.15139999985694885
Info 5587 [15:29:46.135] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5588 [15:29:46.138] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 256 structureChanged: false structureIsReused:: Completely Elapsed: 3.458899999037385ms
Info 5589 [15:29:46.138] Different program with same set of files
Info 5590 [15:29:48.592] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5591 [15:29:48.598] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 257 structureChanged: false structureIsReused:: Completely Elapsed: 6.2824000008404255ms
Info 5592 [15:29:48.598] Different program with same set of files
Info 5593 [15:29:48.790] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5594 [15:29:48.797] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 258 structureChanged: false structureIsReused:: Completely Elapsed: 7.1318999994546175ms
Info 5595 [15:29:48.797] Different program with same set of files
Info 5596 [15:29:48.839] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5597 [15:29:48.844] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 259 structureChanged: false structureIsReused:: Completely Elapsed: 5.264700001105666ms
Info 5598 [15:29:48.844] Different program with same set of files
Info 5599 [15:29:51.005] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5600 [15:29:51.021] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 260 structureChanged: false structureIsReused:: Completely Elapsed: 15.852900000289083ms
Info 5601 [15:29:51.021] Different program with same set of files
Info 5602 [15:29:53.794] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5603 [15:29:53.799] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 261 structureChanged: false structureIsReused:: Completely Elapsed: 5.201299998909235ms
Info 5604 [15:29:53.799] Different program with same set of files
Info 5605 [15:29:56.029] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5606 [15:29:56.035] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 262 structureChanged: false structureIsReused:: Completely Elapsed: 5.00279999896884ms
Info 5607 [15:29:56.035] Different program with same set of files
Info 5608 [15:29:56.856] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5609 [15:29:56.867] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 263 structureChanged: false structureIsReused:: Completely Elapsed: 11.318600000813603ms
Info 5610 [15:29:56.867] Different program with same set of files
Info 5611 [15:29:56.868] getCompletionData: Get current token: 0.006200000643730164
Info 5612 [15:29:56.868] getCompletionData: Is inside comment: 0.0017999988049268723
Info 5613 [15:29:56.868] getCompletionData: Get previous token: 0.027800001204013824
Info 5614 [15:29:56.868] getCompletionsAtPosition: isCompletionListBlocker: 0.05400000140070915
Info 5615 [15:29:56.868] Returning an empty list because completion was requested in an invalid position.
Info 5616 [15:29:56.877] getCompletionData: Get current token: 0.005300000309944153
Info 5617 [15:29:56.877] getCompletionData: Is inside comment: 0.0020000003278255463
Info 5618 [15:29:56.877] getCompletionData: Get previous token: 0.025100000202655792
Info 5619 [15:29:56.877] getCompletionsAtPosition: isCompletionListBlocker: 0.004100000485777855
Info 5620 [15:29:56.877] Returning an empty list because completion was requested in an invalid position.
Info 5621 [15:29:56.879] getCompletionData: Get current token: 0.004800001159310341
Info 5622 [15:29:56.879] getCompletionData: Is inside comment: 0.0015999991446733475
Info 5623 [15:29:56.879] getCompletionData: Get previous token: 0.024399999529123306
Info 5624 [15:29:56.879] getCompletionsAtPosition: isCompletionListBlocker: 0.0028999987989664078
Info 5625 [15:29:56.879] Returning an empty list because completion was requested in an invalid position.
Info 5626 [15:29:56.880] getCompletionData: Get current token: 0.0044999998062849045
Info 5627 [15:29:56.880] getCompletionData: Is inside comment: 0.001700000837445259
Info 5628 [15:29:56.880] getCompletionData: Get previous token: 0.039400000125169754
Info 5629 [15:29:56.880] getCompletionsAtPosition: isCompletionListBlocker: 0.002499999478459358
Info 5630 [15:29:56.881] Returning an empty list because completion was requested in an invalid position.
Info 5631 [15:29:56.882] getCompletionData: Get current token: 0.004899999126791954
Info 5632 [15:29:56.882] getCompletionData: Is inside comment: 0.0018999986350536346
Info 5633 [15:29:56.882] getCompletionData: Get previous token: 0.02539999969303608
Info 5634 [15:29:56.882] getCompletionsAtPosition: isCompletionListBlocker: 0.0027000010013580322
Info 5635 [15:29:56.882] Returning an empty list because completion was requested in an invalid position.
Info 5636 [15:29:57.166] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5637 [15:29:57.170] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 264 structureChanged: false structureIsReused:: Completely Elapsed: 4.482900001108646ms
Info 5638 [15:29:57.171] Different program with same set of files
Info 5639 [15:29:57.171] getCompletionData: Get current token: 0.004699999466538429
Info 5640 [15:29:57.171] getCompletionData: Is inside comment: 0.0016999989748001099
Info 5641 [15:29:57.171] getCompletionData: Get previous token: 0.025999998673796654
Info 5642 [15:29:57.171] getCompletionsAtPosition: isCompletionListBlocker: 0.0035999994724988937
Info 5643 [15:29:57.171] Returning an empty list because completion was requested in an invalid position.
Info 5644 [15:29:57.183] getCompletionData: Get current token: 0.005399998277425766
Info 5645 [15:29:57.183] getCompletionData: Is inside comment: 0.0028000008314847946
Info 5646 [15:29:57.183] getCompletionData: Get previous token: 0.030900001525878906
Info 5647 [15:29:57.183] getCompletionsAtPosition: isCompletionListBlocker: 0.0037000011652708054
Info 5648 [15:29:57.183] Returning an empty list because completion was requested in an invalid position.
Info 5649 [15:29:57.184] getCompletionData: Get current token: 0.004399999976158142
Info 5650 [15:29:57.184] getCompletionData: Is inside comment: 0.003200000151991844
Info 5651 [15:29:57.184] getCompletionData: Get previous token: 0.0629000011831522
Info 5652 [15:29:57.184] getCompletionsAtPosition: isCompletionListBlocker: 0.002199999988079071
Info 5653 [15:29:57.184] Returning an empty list because completion was requested in an invalid position.
Info 5654 [15:29:57.184] getCompletionData: Get current token: 0.005499999970197678
Info 5655 [15:29:57.184] getCompletionData: Is inside comment: 0.0013999994844198227
Info 5656 [15:29:57.184] getCompletionData: Get previous token: 0.02449999935925007
Info 5657 [15:29:57.184] getCompletionsAtPosition: isCompletionListBlocker: 0.0018999986350536346
Info 5658 [15:29:57.184] Returning an empty list because completion was requested in an invalid position.
Info 5659 [15:29:57.184] getCompletionData: Get current token: 0.004399999976158142
Info 5660 [15:29:57.184] getCompletionData: Is inside comment: 0.0013000015169382095
Info 5661 [15:29:57.184] getCompletionData: Get previous token: 0.024399999529123306
Info 5662 [15:29:57.184] getCompletionsAtPosition: isCompletionListBlocker: 0.001499999314546585
Info 5663 [15:29:57.184] Returning an empty list because completion was requested in an invalid position.
Info 5664 [15:29:57.187] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5665 [15:29:57.192] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 265 structureChanged: false structureIsReused:: Completely Elapsed: 5.127399999648333ms
Info 5666 [15:29:57.192] Different program with same set of files
Info 5667 [15:29:58.092] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5668 [15:29:58.102] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 266 structureChanged: false structureIsReused:: Completely Elapsed: 9.360300000756979ms
Info 5669 [15:29:58.102] Different program with same set of files
Info 5670 [15:29:59.719] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5671 [15:29:59.723] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 267 structureChanged: false structureIsReused:: Completely Elapsed: 3.936600001528859ms
Info 5672 [15:29:59.723] Different program with same set of files
Info 5673 [15:30:02.210] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5674 [15:30:02.216] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 268 structureChanged: false structureIsReused:: Completely Elapsed: 5.133000001311302ms
Info 5675 [15:30:02.216] Different program with same set of files
Info 5676 [15:30:02.216] getCompletionData: Get current token: 0.006199998781085014
Info 5677 [15:30:02.216] getCompletionData: Is inside comment: 0.019999999552965164
Info 5678 [15:30:02.216] getCompletionData: Get previous token: 0.04359999857842922
Info 5679 [15:30:02.216] getCompletionsAtPosition: isCompletionListBlocker: 0.0142000000923872
Info 5680 [15:30:02.218] getExportInfoMap: cache hit
Info 5681 [15:30:02.227] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 20 from cache
Info 5682 [15:30:02.227] collectAutoImports: response is complete
Info 5683 [15:30:02.227] collectAutoImports: 8.46870000101626
Info 5684 [15:30:02.227] getCompletionData: Semantic work: 10.775499999523163
Info 5685 [15:30:02.234] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.705300001427531
Info 5686 [15:30:03.013] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5687 [15:30:03.017] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 269 structureChanged: false structureIsReused:: Completely Elapsed: 4.344200000166893ms
Info 5688 [15:30:03.017] Different program with same set of files
Info 5689 [15:30:04.491] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5690 [15:30:04.495] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 270 structureChanged: false structureIsReused:: Completely Elapsed: 4.188300000503659ms
Info 5691 [15:30:04.495] Different program with same set of files
Info 5692 [15:30:05.377] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5693 [15:30:05.386] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 271 structureChanged: false structureIsReused:: Completely Elapsed: 8.806900000199676ms
Info 5694 [15:30:05.387] Different program with same set of files
Info 5695 [15:30:05.592] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5696 [15:30:05.598] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 272 structureChanged: false structureIsReused:: Completely Elapsed: 5.6724999994039536ms
Info 5697 [15:30:05.598] Different program with same set of files
Info 5698 [15:30:05.936] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5699 [15:30:05.940] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 273 structureChanged: false structureIsReused:: Completely Elapsed: 4.366900000721216ms
Info 5700 [15:30:05.940] Different program with same set of files
Info 5701 [15:30:06.161] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5702 [15:30:06.168] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 274 structureChanged: false structureIsReused:: Completely Elapsed: 6.930299999192357ms
Info 5703 [15:30:06.168] Different program with same set of files
Info 5704 [15:30:06.172] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5705 [15:30:06.180] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 275 structureChanged: false structureIsReused:: Completely Elapsed: 7.652099998667836ms
Info 5706 [15:30:06.180] Different program with same set of files
Info 5707 [15:30:06.242] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5708 [15:30:06.247] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 276 structureChanged: false structureIsReused:: Completely Elapsed: 4.521800000220537ms
Info 5709 [15:30:06.247] Different program with same set of files
Info 5710 [15:30:06.444] getCompletionData: Get current token: 0.012800000607967377
Info 5711 [15:30:06.444] getCompletionData: Is inside comment: 0.004399999976158142
Info 5712 [15:30:06.444] getCompletionData: Get previous token: 0.07099999859929085
Info 5713 [15:30:06.444] getCompletionsAtPosition: isCompletionListBlocker: 0.011600000783801079
Info 5714 [15:30:06.451] getExportInfoMap: cache hit
Info 5715 [15:30:06.455] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 2 from cache
Info 5716 [15:30:06.455] collectAutoImports: response is complete
Info 5717 [15:30:06.455] collectAutoImports: 3.298700001090765
Info 5718 [15:30:06.455] getCompletionData: Semantic work: 11.050400000065565
Info 5719 [15:30:06.461] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.790500000119209
Info 5720 [15:30:06.718] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5721 [15:30:06.723] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 277 structureChanged: false structureIsReused:: Completely Elapsed: 5.512299999594688ms
Info 5722 [15:30:06.723] Different program with same set of files
Info 5723 [15:30:06.723] getCompletionData: Get current token: 0.005899999290704727
Info 5724 [15:30:06.724] getCompletionData: Is inside comment: 0.001999998465180397
Info 5725 [15:30:06.724] getCompletionData: Get previous token: 0.04820000007748604
Info 5726 [15:30:06.724] getCompletionsAtPosition: isCompletionListBlocker: 0.007600000128149986
Info 5727 [15:30:06.725] getExportInfoMap: cache hit
Info 5728 [15:30:06.729] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 4 from cache
Info 5729 [15:30:06.729] collectAutoImports: response is complete
Info 5730 [15:30:06.729] collectAutoImports: 3.503499999642372
Info 5731 [15:30:06.729] getCompletionData: Semantic work: 5.245399998500943
Info 5732 [15:30:06.737] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.4150000009685755
Info 5733 [15:30:06.871] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5734 [15:30:06.875] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 278 structureChanged: false structureIsReused:: Completely Elapsed: 4.6184999998658895ms
Info 5735 [15:30:06.875] Different program with same set of files
Info 5736 [15:30:06.876] getCompletionData: Get current token: 0.006200000643730164
Info 5737 [15:30:06.876] getCompletionData: Is inside comment: 0.001999998465180397
Info 5738 [15:30:06.876] getCompletionData: Get previous token: 0.03420000150799751
Info 5739 [15:30:06.876] getCompletionsAtPosition: isCompletionListBlocker: 0.007600000128149986
Info 5740 [15:30:06.878] getExportInfoMap: cache hit
Info 5741 [15:30:06.883] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 32 from cache
Info 5742 [15:30:06.883] collectAutoImports: response is complete
Info 5743 [15:30:06.883] collectAutoImports: 4.9132000003010035
Info 5744 [15:30:06.883] getCompletionData: Semantic work: 7.43610000051558
Info 5745 [15:30:06.892] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.68470000103116
Info 5746 [15:30:06.995] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5747 [15:30:07.000] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 279 structureChanged: false structureIsReused:: Completely Elapsed: 4.482899999246001ms
Info 5748 [15:30:07.000] Different program with same set of files
Info 5749 [15:30:14.566] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5750 [15:30:14.571] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 280 structureChanged: false structureIsReused:: Completely Elapsed: 4.762199999764562ms
Info 5751 [15:30:14.571] Different program with same set of files
Info 5752 [15:30:16.167] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5753 [15:30:16.175] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 281 structureChanged: false structureIsReused:: Completely Elapsed: 7.490900000557303ms
Info 5754 [15:30:16.175] Different program with same set of files
Info 5755 [15:30:16.234] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5756 [15:30:16.239] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 282 structureChanged: false structureIsReused:: Completely Elapsed: 5.02419999986887ms
Info 5757 [15:30:16.239] Different program with same set of files
Info 5758 [15:30:16.736] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5759 [15:30:16.741] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 283 structureChanged: false structureIsReused:: Completely Elapsed: 4.878499999642372ms
Info 5760 [15:30:16.741] Different program with same set of files
Info 5761 [15:30:16.806] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5762 [15:30:16.811] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 284 structureChanged: false structureIsReused:: Completely Elapsed: 5.11739999987185ms
Info 5763 [15:30:16.811] Different program with same set of files
Info 5764 [15:30:31.356] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5765 [15:30:31.363] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 285 structureChanged: false structureIsReused:: Completely Elapsed: 6.604899998754263ms
Info 5766 [15:30:31.363] Different program with same set of files
Info 5767 [15:30:32.186] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5768 [15:30:32.202] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 286 structureChanged: false structureIsReused:: Completely Elapsed: 16.695000000298023ms
Info 5769 [15:30:32.202] Different program with same set of files
Info 5770 [15:30:32.219] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5771 [15:30:32.226] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 287 structureChanged: false structureIsReused:: Completely Elapsed: 6.73589999973774ms
Info 5772 [15:30:32.226] Different program with same set of files
Info 5773 [15:30:32.654] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5774 [15:30:32.658] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 288 structureChanged: false structureIsReused:: Completely Elapsed: 4.59010000154376ms
Info 5775 [15:30:32.658] Different program with same set of files
Info 5776 [15:30:34.295] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5777 [15:30:34.299] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 289 structureChanged: false structureIsReused:: Completely Elapsed: 4.234100000932813ms
Info 5778 [15:30:34.299] Different program with same set of files
Info 5779 [15:30:38.025] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5780 [15:30:38.033] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 290 structureChanged: false structureIsReused:: Completely Elapsed: 7.762499999254942ms
Info 5781 [15:30:38.033] Different program with same set of files
Info 5782 [15:30:38.319] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5783 [15:30:38.324] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 291 structureChanged: false structureIsReused:: Completely Elapsed: 5.135199999436736ms
Info 5784 [15:30:38.325] Different program with same set of files
Info 5785 [15:30:38.930] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5786 [15:30:38.939] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 292 structureChanged: false structureIsReused:: Completely Elapsed: 9.60700000077486ms
Info 5787 [15:30:38.939] Different program with same set of files
Info 5788 [15:30:38.940] getCompletionData: Get current token: 0.00559999980032444
Info 5789 [15:30:38.940] getCompletionData: Is inside comment: 0.14540000073611736
Info 5790 [15:30:38.940] getCompletionData: Get previous token: 0.029500000178813934
Info 5791 [15:30:38.940] getCompletionsAtPosition: isCompletionListBlocker: 0.006099998950958252
Info 5792 [15:30:38.948] getExportInfoMap: cache hit
Info 5793 [15:30:38.956] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 90 from cache
Info 5794 [15:30:38.956] collectAutoImports: response is complete
Info 5795 [15:30:38.956] collectAutoImports: 8.042400000616908
Info 5796 [15:30:38.956] getCompletionData: Semantic work: 15.70409999974072
Info 5797 [15:30:38.969] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.711200000718236
Info 5798 [15:30:40.053] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5799 [15:30:40.064] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 293 structureChanged: false structureIsReused:: Completely Elapsed: 10.95380000025034ms
Info 5800 [15:30:40.065] Different program with same set of files
Info 5801 [15:30:41.678] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5802 [15:30:41.683] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 294 structureChanged: false structureIsReused:: Completely Elapsed: 5.330900000408292ms
Info 5803 [15:30:41.683] Different program with same set of files
Info 5804 [15:30:42.690] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5805 [15:30:42.696] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 295 structureChanged: false structureIsReused:: Completely Elapsed: 6.068200001493096ms
Info 5806 [15:30:42.696] Different program with same set of files
Info 5807 [15:30:42.901] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5808 [15:30:42.905] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 296 structureChanged: false structureIsReused:: Completely Elapsed: 4.467299999669194ms
Info 5809 [15:30:42.905] Different program with same set of files
Info 5810 [15:30:43.194] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5811 [15:30:43.199] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 297 structureChanged: false structureIsReused:: Completely Elapsed: 4.259499998763204ms
Info 5812 [15:30:43.199] Different program with same set of files
Info 5813 [15:30:45.382] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 5814 [15:30:45.394] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 298 structureChanged: false structureIsReused:: Completely Elapsed: 12.062899999320507ms
